close,hi1,lo1,hi2,lo2,hi3,lo3,rg,flr,clg,rg_ch,rolling_max,rolling_min,trading_range,trading_range_lo_band,trading_range_hi_band,band_24,band_76,tr_signal
2419.99,,,,,,,-1.0,,,2407.13,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,1
2421.92,,,,,,,-1.0,,,2407.13,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,1
2422.25,,,,,,,-1.0,,,2407.13,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,1
2423.48,,,,,,,-1.0,,,2407.13,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,1
2428.56,,,,,,,-1.0,,,2407.13,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,1
2432.83,2432.83,,2432.83,,,,-1.0,,,2407.13,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,1
2425.76,,2425.76,,,,,-1.0,,,2407.13,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,1
2428.26,2428.26,,,,,,-1.0,,,2396.07,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,1
2427.48,,2427.48,,,,,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,1
2428.49,2428.49,,,,,,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,1
2427.42,,,,,,,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,1
2424.25,,2424.25,,2424.25,,,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,1
2427.27,,,,,,,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,1
2437.31,2437.31,,,,,,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,2
2436.22,,2436.22,,,,,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,2
2445.16,2445.16,,2445.16,,,,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,2
2438.47,,,,,,,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,2
2433.98,,,,,,,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,1
2430.63,,2430.63,,2430.63,,,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,1
2437.67,,,,,,,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,2
2441.44,2441.44,,,,,,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,2
2437.08,,2437.08,,,,,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,2
2439.64,2439.64,,,,,,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,2
2431.0,,2431.0,,,,,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,1
2433.06,2433.06,,,,,,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,1
2428.91,,2428.91,,2428.91,,2428.91,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,1
2430.81,,,,,,,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,1
2434.69,,,,,,,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,1
2437.8,,,,,,,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,2
2441.67,,,,,,,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,2
2444.59,,,,,,,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,2
2448.99,,,,,,,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,2
2457.7,,,,,,,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,3
2463.15,2463.15,,2463.15,,,,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,3
2455.88,,,,,,,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,2
2448.03,,,,,,,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,2
2441.03,,,,,,,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,2
2437.84,,2437.84,,,,,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,2
2439.93,2439.93,,,,,,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,2
2438.77,,2438.77,,,,,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,2
2439.19,2439.19,,,,,,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,2
2438.72,,,,,,,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,2
2433.1,,,,,,,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,1
2432.18,,2432.18,,2432.18,,,-1.0,,,2461.84,2494.33,2396.07,98.25999999999976,2456.0086,2435.3740000000003,2419.6524,2470.7476,1
2502.46,2502.46,,,,,,-1.0,,,2461.84,2502.46,2396.07,106.38999999999987,2460.9679,2438.626,2421.6036,2476.9264000000003,4
2501.12,,2501.12,,,,,-1.0,,,2461.84,2502.46,2396.07,106.38999999999987,2460.9679,2438.626,2421.6036,2476.9264000000003,4
2504.47,,,,,,,-1.0,,,2428.91,2504.47,2396.07,108.39999999999964,2462.194,2439.43,2422.0860000000002,2478.4539999999997,4
2511.67,2511.67,,2511.67,,,,-1.0,,,2428.91,2511.67,2396.07,115.59999999999991,2466.5860000000002,2442.31,2423.8140000000003,2483.926,4
2501.98,,,,,,,-1.0,,,2428.91,2511.67,2396.07,115.59999999999991,2466.5860000000002,2442.31,2423.8140000000003,2483.926,4
2500.39,,,,,,,-1.0,,,2428.91,2511.67,2396.07,115.59999999999991,2466.5860000000002,2442.31,2423.8140000000003,2483.926,4
2496.42,,2496.42,,,,,-1.0,,,2428.91,2511.67,2396.07,115.59999999999991,2466.5860000000002,2442.31,2423.8140000000003,2483.926,4
2503.63,2503.63,,,,,,-1.0,,,2428.91,2511.67,2396.07,115.59999999999991,2466.5860000000002,2442.31,2423.8140000000003,2483.926,4
2465.25,,2465.25,,,,,-1.0,,,2428.91,2511.67,2396.07,115.59999999999991,2466.5860000000002,2442.31,2423.8140000000003,2483.926,2
2481.06,2481.06,,,,,,-1.0,,,2428.91,2511.67,2396.07,115.59999999999991,2466.5860000000002,2442.31,2423.8140000000003,2483.926,3
2469.13,,,,,,,-1.0,,,2428.91,2511.67,2396.07,115.59999999999991,2466.5860000000002,2442.31,2423.8140000000003,2483.926,3
2452.45,,2452.45,,,,,-1.0,,,2428.91,2511.67,2396.07,115.59999999999991,2466.5860000000002,2442.31,2423.8140000000003,2483.926,2
2457.0,,,,,,,-1.0,,,2428.91,2511.67,2396.07,115.59999999999991,2466.5860000000002,2442.31,2423.8140000000003,2483.926,2
2459.0,,,,,,,-1.0,,,2428.91,2511.67,2396.07,115.59999999999991,2466.5860000000002,2442.31,2423.8140000000003,2483.926,2
2460.98,,,,,,,-1.0,,,2428.91,2511.67,2396.07,115.59999999999991,2466.5860000000002,2442.31,2423.8140000000003,2483.926,2
2463.21,2463.21,,,,,,-1.0,,,2428.91,2511.67,2396.07,115.59999999999991,2466.5860000000002,2442.31,2423.8140000000003,2483.926,2
2439.1,,2439.1,,2439.1,,,1.0,,,2428.91,2511.67,2396.07,115.59999999999991,2466.5860000000002,2442.31,2423.8140000000003,2483.926,1
2475.33,,,,,,,1.0,,,2428.91,2511.67,2396.07,115.59999999999991,2466.5860000000002,2442.31,2423.8140000000003,2483.926,3
2476.04,,,,,,,1.0,,,2428.91,2511.67,2396.07,115.59999999999991,2466.5860000000002,2442.31,2423.8140000000003,2483.926,3
2488.55,2488.55,,,,,,1.0,,,2428.91,2511.67,2396.07,115.59999999999991,2466.5860000000002,2442.31,2423.8140000000003,2483.926,4
2486.74,,2486.74,,,,,1.0,,,2428.91,2511.67,2396.07,115.59999999999991,2466.5860000000002,2442.31,2423.8140000000003,2483.926,4
2516.47,2516.47,,2516.47,,2516.47,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,4
2503.72,,,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,4
2488.53,,2488.53,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,4
2491.34,2491.34,,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,4
2486.15,,2486.15,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,3
2493.94,2493.94,,2493.94,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,4
2489.64,,,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,4
2484.25,,2484.25,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,3
2486.0,2486.0,,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,3
2461.71,,2461.71,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,2
2461.9,2461.9,,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,2
2460.39,,2460.39,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,2
2466.14,2466.14,,2466.14,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,2
2454.11,,2454.11,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,2
2457.73,2457.73,,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,2
2456.64,,,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,2
2450.01,,,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,2
2438.73,,2438.73,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,1
2444.4,2444.4,,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,2
2420.48,,2420.48,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,0
2424.34,,,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,0
2425.26,,,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,1
2433.16,2433.16,,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,1
2410.78,,,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,0
2403.09,,2403.09,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,0
2415.3,2415.3,,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,0
2407.68,,,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,0
2401.41,,2401.41,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,0
2405.32,2405.32,,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,0
2398.83,,2398.83,,2398.83,,2398.83,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,0
2411.63,,,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,0
2418.49,,,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,0
2431.26,2431.26,,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,1
2428.0,,2428.0,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,1
2436.31,,,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,1
2452.48,2452.48,,2452.48,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,2
2447.97,,2447.97,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,2
2450.07,2450.07,,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,2
2449.58,,2449.58,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,2
2454.22,2454.22,,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,2
2446.19,,,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,2
2438.99,,2438.99,,2438.99,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,1
2450.4,,,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,2
2470.91,,,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,3
2493.16,,,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,4
2513.21,,,,,,,1.0,,,2428.91,2516.47,2396.07,120.39999999999964,2469.514,2444.23,2424.966,2487.574,4
2568.36,,,,,,,1.0,,,2428.91,2568.36,2396.07,172.28999999999996,2501.1669,2464.9860000000003,2437.4196,2527.0104,4
2583.81,,,,,,,1.0,,,2428.91,2583.81,2396.07,187.73999999999978,2510.5914000000002,2471.166,2441.1276000000003,2538.7524,4
2606.69,2606.69,,2606.69,,2606.69,,1.0,,2606.69,2428.91,2606.69,2396.07,210.6199999999999,2524.5482,2480.318,2446.6188,2556.1412,4
2590.92,,2590.92,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,4
2597.56,2597.56,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,4
2596.85,,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,4
2571.13,,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,4
2565.96,,2565.96,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,4
2581.27,2581.27,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,4
2565.31,,2565.31,,2565.31,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,4
2571.57,2571.57,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,4
2569.07,,2569.07,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,4
2590.42,,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,4
2600.47,,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,4
2601.31,2601.31,,2601.31,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,4
2589.03,,2589.03,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,4
2600.33,2600.33,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,4
2599.09,,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,4
2598.24,,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,4
2578.98,,2578.98,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,4
2592.49,,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,4
2596.37,2596.37,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,4
2588.22,,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,4
2573.47,,2573.47,,2573.47,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,4
2578.26,,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,4
2585.66,,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,4
2587.2,,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,4
2599.84,2599.84,,2599.84,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,4
2596.37,,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,4
2594.36,,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,4
2592.13,,2592.13,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,4
2595.46,2595.46,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,4
2590.9,,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,4
2576.26,,2576.26,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,4
2578.8,2578.8,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,4
2571.22,,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,4
2569.72,,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,4
2559.48,,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,4
2535.85,,2535.85,,2535.85,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,3
2548.33,,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,3
2552.61,2552.61,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,3
2548.96,,2548.96,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,3
2550.1,2550.1,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,3
2548.86,,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,3
2526.85,,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,3
2517.79,,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,2
2501.45,,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,2
2488.04,,2488.04,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,2
2497.66,2497.66,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,2
2484.64,,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,2
2483.13,,2483.13,,2483.13,,2483.13,1.0,2483.13,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,2
2491.18,,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,2
2497.43,,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,2
2521.22,2521.22,,2521.22,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,2
2508.8,,2508.8,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,2
2517.54,2517.54,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,2
2513.27,,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,2
2508.81,,2508.81,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,2
2519.47,2519.47,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,2
2517.25,,2517.25,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,2
2520.38,,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,2
2528.28,2528.28,,2528.28,,2528.28,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,3
2522.5,,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,2
2517.12,,2517.12,,2517.12,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,2
2522.26,2522.26,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,2
2519.33,,,,,,,1.0,,,2428.91,2606.69,2398.83,207.86000000000013,2525.6246,2481.974,2448.7164,2556.8036,2
